_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
2279,Yes,Cost-of-Living,"The UK Government announced that most public sector workers would receive a 3.5% pay bump in the next financial year. However, with inflation as high as 10%, the wage increase would still amount to a real-terms cut.",The real-terms cut is causing a cost-of-living crisis for public sector workers.,UK,1 million
17595,No,,,,,
27080,No,,,,,
8916,No,,,,,
3544,Yes,Air Disaster,"Search and rescue teams in Albay province, Philippines, were allowed to climb Mayon Volcano to reach an area near the summit crater where a missing plane was believed to have crashed on Saturday. About 50 local mountaineers and members of government and private rescue teams started the ground operation and the Philippine Air Force’s Tactical Operations Group 5 (TOG 5) was also on standby to airlift the next batch of the rescue team to the identified drop-off point along the slopes of the 2,463-meter-high volcano.",The missing plane has caused an intense air and ground search operation to hasten the search and rescue of the passengers and crew on board the plane.,"Albay Province, Philippines",Unknown
8840,No,,,,,
26686,No,,,,,
29446,Yes,Financial Crisis,"The recent freefall in the Adani group’s stock prices has exposed tens of millions of dollars in Australian retirement savings. Superannuation funds in Australia have invested in Adani group companies, including those that cater for government workers in Queensland and employees at the Commonwealth Bank. The Future Fund recently disclosed it had a $33.1m investment in two Adani companies before the share price collapse.",The freefall in the Adani group’s stock prices has caused a financial crisis for millions of Australians who have invested in the company.,Australia,Millions
30768,No,,,,,
6033,No,,,,,
13547,No,,,,,
3054,No,,,,,
18270,Yes,Conflict Zone,"Pete Reed was a humanitarian aid worker and former U.S. Marine who served in Afghanistan and founded a group called Global Response Medicine. He was killed by a Russian missile in Ukraine a few weeks ago. Alex Potter, his wife, described how they met in Iraq in 2016 and worked together at trauma stabilization points throughout the battle.","The article describes the death of a humanitarian aid worker in a conflict zone, which is a humanitarian crisis.","Ukraine, Iraq",Thousands
10787,No,,,,,
8194,No,,,,,
31870,No,,,,,
18156,Yes,Educational Disruption,"The Educational Institute of Scotland (EIS) is escalating industrial action in a long-running dispute over pay, with three days of action planned this week and further action planned for next month. The union has targeted areas covered by five politicians, causing parents to voice concerns over the inequitable and unfair treatment of pupils in the affected areas.",The strike action is causing disruption to education and is affecting the education of children in the affected areas.,Scotland,Unknown
12387,No,,,,,
8432,Yes,Conflict-related,"Pete Reed was a humanitarian aid worker and former U.S. Marine who served in Afghanistan and founded a group called Global Response Medicine, which gave lifesaving first aid to civilians on the front lines of conflict zones. He was killed by a Russian missile in Ukraine a few weeks ago.","The death of Pete Reed is a humanitarian crisis because it is a result of conflict and violence, which has caused the death of a humanitarian aid worker and has put civilians in danger.","Ukraine, Iraq, Afghanistan",Thousands
15890,No,,,,,
11143,No,,,,,
10653,No,,,,,
18034,No,,,,,
19399,No,,,,,
2537,No,,,,,
5127,Yes,Caste Discrimination,"The Seattle City Council has added caste to the city’s anti-discrimination laws, becoming the first U.S. city to specifically ban caste discrimination. The ordinance is a contentious issue, especially among the nation's South Asian diaspora. Supporters argue it is needed because caste is not covered under existing civil rights protections. Groups opposing the measure say it will malign a community that is already the target of prejudice.",Caste discrimination crosses national and religious boundaries and those facing caste discrimination in the U.S. will have no protections.,Seattle,
5363,Yes,Winter Storm,"Governor Greg Abbott of Texas has requested a Presidential Disaster Declaration for Texas communities impacted by a severe winter storm earlier this month. The request includes Bastrop, Blanco, Burleson, Burnet, Caldwell, Delta, Denton, Falls, Hays, Henderson, Hopkins, Hunt, Kendall, Lamar, Lee, Leon, Milam, Red River, Robertson, Shelby, Smith, Travis, and Williamson counties. Local jurisdictions have reported more than $63 million in public infrastructure damage estimates thus far.","The severe winter storm caused significant damage to local electricity infrastructure and other public infrastructure, resulting in a need for emergency response, debris removal, and infrastructure repairs.",Texas,
17863,No,,,,,
7083,No,,,,,
23453,No,,,,,
26087,Yes,War,"Russia's invasion of Ukraine has caused tens of thousands of casualties, wounded or killed, on both sides. Civilian losses include the destruction of cities and dead bodies strewn across the country.",The war has caused immense destruction and loss of life.,"Ukraine, Russia","280,000"
3822,No,,,,,
20685,No,,,,,
1835,No,,,,,
14057,No,,,,,
14042,No,,,,,
5530,No,,,,,
3967,No,,,,,
27349,No,,,,,
20481,No,,,,,
5104,Yes,Weather Disaster,"A winter storm is making its way through the western U.S., bringing high winds, rain, and snow to Arizona, New Mexico, and Nevada. Schools in Flagstaff have closed and drivers are encouraged to stay off the roads due to dangerous conditions.",The storm is causing dangerous conditions and has caused school closures.,"Arizona, New Mexico, Nevada",Unknown
26705,Yes,Conflict,"Joe Biden's trip to Ukraine is seen as a moment of weakness on the world stage, leading to a conflict between Russia and Ukraine. China has joined forces with Russia, making the prospect of a nuclear war more real than it's been since the 1950s. Biden has pledged to send tens of billions of dollars to Ukraine with no audit or accounting.",The conflict between Russia and Ukraine has caused a humanitarian crisis due to the displacement of people and destruction of infrastructure.,"Ukraine, Russia",
26708,No,,,,,
22210,Yes,Environmental Disaster,"The derailment of a train carrying toxic chemicals in East Palestine, Ohio has caused the US Environmental Protection Agency and its leader, Michael Regan, to take action. The EPA has ordered Norfolk Southern, the company who operated the train, to handle and pay for all necessary cleanup. The Senate confirmed Regan as EPA administrator in March 2021, making him the first Black man to lead the agency in its 50-year history.","The derailment has caused contamination of the soil at the crash site and some waterways, and has upended the lives of East Palestine families.","East Palestine, Ohio",
8294,No,,,,,
18261,No,,,,,
20130,No,,,,,
5578,No,,,,,
28358,No,,,,,
12533,No,,,,,
28145,Yes,Statelessness,"Shamima Begum, a 15 year old British citizen, travelled to Syria to join the so-called Islamic State in 2015. Her British citizenship was revoked by the Home Office shortly after she was found in a Syrian refugee camp in 2019. She has been challenging the Home Office in court and her lawyers argued that the Home Office had a duty to investigate whether she was a victim of trafficking before stripping her of her British citizenship. The tribunal heard that she was “recruited, transported, transferred, harboured and received in Syria for the purposes of ‘sexual exploitation’ and ‘marriage’ to an adult male”.","The decision to remove her British citizenship made Ms Begum “de facto stateless”, where she had no practical right to citizenship in Bangladesh, with Bangladeshi authorities stating that she was not a citizen of Bangladesh.","Syria, Bangladesh",1
25580,No,,,,,
28470,Yes,Fire Disaster,"A fire broke out in a two-story building of a former cardboard factory in Stupino, near Moscow. 62 people and 18 pieces of equipment were involved in extinguishing the fire. There were no casualties or deaths reported.",The fire caused destruction of property and could have resulted in casualties or deaths.,"Stupino, near Moscow",62
22068,No,,,,,
28077,No,,,,,
21931,No,,,,,
15520,No,,,,,
28376,No,,,,,
24601,No,,,,,
10165,No,,,,,
22360,No,,,,,
22830,No,,,,,
22905,No,,,,,
19393,No,,,,,
5503,No,,,,,
27313,No,,,,,
24273,No,,,,,
15259,No,,,,,
8466,No,,,,,
27489,No,,,,,
2141,No,,,,,
8824,No,,,,,
18170,No,,,,,
21354,Yes,Migration Crisis,"The Biden administration is proposing a rule that would make it harder for migrants to get asylum if they cross the border into the U.S. illegally after passing through Mexico or any other country without seeking protection. The rule would be a departure from current policy, which says migrants simply have to be on U.S. soil to seek asylum. The Biden administration is proposing the rule to deter migrants from crossing the border illegally and encourage them to use legal pathways.","The proposed rule would make it harder for migrants to get asylum, which could lead to a humanitarian crisis as people are denied access to safety and protection.",U.S.-Mexico border,
